"userid","artistid","weight","tagid"
955,11340,485,6361
955,11340,485,6360
955,11340,485,120
955,11340,485,191
955,11341,436,6343
955,11341,436,6362
955,11341,436,6359
955,11341,436,6355
955,11341,436,6352
955,11341,436,6348
955,11341,436,6347
955,11341,436,6346
955,11341,436,6345
955,11341,436,6344
955,11341,436,6342
955,11341,436,6341
955,11341,436,3332
955,11341,436,1970
955,11341,436,1754
955,11341,436,24
955,11341,436,39
955,11341,436,292
955,11341,436,299
955,11341,436,305
955,11341,436,306
955,11341,436,315
955,11341,436,318
955,11342,433,318
955,11342,433,6364
955,11342,433,6362
955,11342,433,6359
955,11342,433,6358
955,11342,433,6355
955,11342,433,6352
955,11342,433,6350
955,11342,433,6349
955,11342,433,6348
955,11342,433,3595
955,11342,433,3332
955,11342,433,73
955,11342,433,120
955,11342,433,210
955,11342,433,292
955,11342,433,299
955,11342,433,302
955,11342,433,305
955,11343,387,352
955,11343,387,6363
955,11343,387,3577
955,11343,387,210
955,11343,387,191
955,11343,387,73
955,11344,372,6348
955,11344,372,6349
955,11344,372,6350
955,11344,372,6352
955,11344,372,6355
955,11344,372,6358
955,11344,372,6359
955,11344,372,302
955,11344,372,315
955,11344,372,3332
955,11344,372,3595
955,11344,372,6341
955,11344,372,6342
955,11344,372,6362
955,11344,372,39
955,11344,372,73
955,11344,372,6364
955,11344,372,120
955,11344,372,292
955,11344,372,299
955,11344,372,305
955,11345,368,167
955,11345,368,25
955,11345,368,73
955,11345,368,625
955,11345,368,352
955,11345,368,39
955,11346,270,130
955,11346,270,24
955,11346,270,39
955,11346,270,292
955,11346,270,299
955,11346,270,305
955,11346,270,346
955,11346,270,3332
955,11346,270,6343
955,11346,270,6345
955,11346,270,6348
955,11346,270,6349
955,11346,270,6351
955,11346,270,6352
955,11346,270,6353
955,11346,270,6354
955,11346,270,6355
955,11346,270,6362
955,11347,267,346
955,11347,267,6343
955,11347,267,3595
955,11347,267,3332
955,11347,267,3577
955,11347,267,120
955,11347,267,6363
955,11347,267,130
955,11347,267,6357
955,11347,267,6355
955,11347,267,6352
955,11347,267,6345
955,11347,267,302
955,11347,267,305
955,11347,267,292
955,11347,267,299
955,11347,267,6364
955,11347,267,6362
955,11347,267,6359
955,11347,267,39
955,11348,250,24
955,11348,250,306
955,11348,250,6346
955,11348,250,6347
955,11348,250,1970
955,11348,250,6342
955,11348,250,6343
955,11348,250,6344
955,11348,250,6345
955,11349,245,6358
955,11349,245,73
955,11349,245,191
955,11349,245,292
955,11349,245,3577
955,11349,245,6355
955,11349,245,6365
955,11350,242,6352
955,11350,242,6355
955,11350,242,6343
955,11350,242,6342
955,11350,242,6344
955,11350,242,1970
955,11350,242,6359
955,11350,242,6364
955,11350,242,1754
955,11350,242,315
955,11350,242,167
955,11350,242,39
955,11350,242,24
955,11350,242,6341
955,11350,242,6345
955,11350,242,6346
955,11350,242,6347
955,11351,233,NULL
1463,11352,170,9437
1463,11352,170,9438
1463,11352,170,32
1463,11352,170,9439
1463,11352,170,33
1463,11352,170,47
1463,11352,170,9440
1463,11352,170,9428
1463,11352,170,1159
1463,11352,170,9444
1463,11352,170,507
1463,11352,170,9449
1463,11352,170,9454
1463,11352,170,9452
1463,11352,170,9445
1463,11352,170,344
1463,11352,170,9436
1463,11352,170,7587
1463,11352,170,309
1463,11352,170,9443
1463,11352,170,16
1463,11352,170,74
1463,11352,170,102
1853,11352,181,3352
1853,11352,181,344
1677,11358,392,NULL
1382,11360,447,NULL
960,11365,142,NULL
1315,11370,9,NULL
1287,11372,137,8340
1324,11372,246,8566
1324,11372,246,91
1324,11372,246,229
1324,11372,246,4
2099,11377,113,2485
2099,11377,113,626
1060,11378,415,21
1060,11378,415,83
1060,11378,415,18
957,11379,8215,NULL
1574,11379,526,NULL
1917,11379,55,NULL
957,11380,2650,NULL
957,11381,1165,NULL
957,11382,817,NULL
957,11383,747,NULL
957,11384,602,NULL
957,11385,487,NULL
1917,11385,13,NULL
957,11386,473,NULL
957,11387,386,NULL
957,11388,314,NULL
957,11389,303,NULL
957,11390,286,NULL
957,11391,267,NULL
958,11392,190,NULL
958,11393,74,NULL
1111,11393,2453,NULL
1745,11393,247,NULL
1925,11393,103,81
1925,11393,103,185
1995,11393,375,NULL
585,11394,398,NULL
958,11394,72,NULL
958,11395,60,NULL
958,11396,45,NULL
1085,11396,421,NULL
1381,11396,110,NULL
959,11397,191,NULL
959,11398,124,NULL
959,11399,92,NULL
959,11400,75,NULL
960,11401,137,NULL
1276,11401,114,NULL
1694,11401,570,NULL
1969,11401,427,NULL
960,11402,20,103
960,11402,20,24
960,11403,15,NULL
960,11404,11,NULL
960,11405,9,24
960,11406,9,NULL
960,11407,8,NULL
960,11408,6,NULL
960,11409,5,NULL
960,11410,5,NULL
960,11411,5,NULL
961,11412,528,127
981,11412,919,NULL
1377,11412,4587,NULL
2043,11412,441,NULL
961,11413,245,127
1047,11413,64,NULL
1857,11413,547,NULL
961,11414,242,NULL
961,11415,202,NULL
961,11416,148,NULL
1217,11416,182,NULL
1806,11416,304,NULL
1875,11416,546,NULL
961,11417,122,NULL
961,11418,115,NULL
961,11419,114,NULL
961,11420,112,NULL
1187,11420,236,NULL
961,11421,108,NULL
1217,11421,227,NULL
1705,11421,303,NULL
961,11422,99,NULL
961,11423,97,NULL
1360,11423,218,NULL
962,11424,887,1446
962,11424,887,2070
962,11424,887,283
962,11424,887,2183
962,11424,887,4889
962,11424,887,6377
962,11425,484,NULL
962,11426,363,NULL
962,11427,299,NULL
962,11428,297,NULL
962,11429,290,75
962,11429,290,88
962,11430,289,NULL
962,11431,273,NULL
962,11432,235,NULL
962,11433,211,NULL
962,11434,211,134
1331,11434,384,NULL
962,11435,208,NULL
962,11436,206,NULL
962,11437,198,NULL
962,11438,197,6379
1680,11438,330,NULL
962,11439,194,6376
962,11439,194,533
962,11439,194,6360
962,11439,194,1538
962,11440,188,NULL
962,11441,172,NULL
962,11442,169,NULL
1938,11442,275,11803
1938,11442,275,11817
1938,11442,275,73
1938,11442,275,234
1938,11442,275,292
1938,11442,275,1432
1938,11442,275,2206
1938,11442,275,11791
1938,11442,275,11794
963,11443,295,NULL
963,11444,162,NULL
963,11445,149,NULL
1226,11445,158,NULL
963,11446,96,NULL
963,11447,75,NULL
963,11448,38,NULL
963,11449,35,NULL
963,11450,31,NULL
963,11451,25,NULL
963,11452,22,NULL
1033,11452,248,NULL
963,11453,21,NULL
963,11454,20,NULL
964,11455,98,NULL
1625,11455,7,608
1625,11455,7,24
1887,11455,161,NULL
967,11456,341,NULL
967,11457,334,NULL
967,11458,264,NULL
967,11459,186,NULL
967,11460,149,NULL
1683,11460,505,NULL
1705,11460,420,3507
1705,11460,420,84
1911,11460,709,NULL
1941,11460,189,NULL
967,11461,131,NULL
967,11462,57,NULL
968,11463,370,NULL
1195,11463,5442,NULL
1367,11463,221,NULL
1964,11463,145,NULL
968,11464,313,NULL
1054,11464,1109,6956
968,11465,301,393
968,11465,301,836
968,11465,301,935
968,11465,301,6427
968,11465,301,296
1624,11465,166,296
1624,11465,166,393
1624,11465,166,935
968,11466,246,NULL
968,11467,242,NULL
968,11468,194,NULL
969,11469,348,NULL
971,11470,156,NULL
1444,11470,363,NULL
971,11471,151,NULL
971,11472,68,432
971,11472,68,712
971,11472,68,169
971,11472,68,85
971,11472,68,39
971,11473,51,NULL
1431,11473,689,NULL
971,11474,49,NULL
1516,11474,250,NULL
972,11475,474,81
972,11475,474,6445
972,11475,474,6444
972,11475,474,1538
972,11475,474,229
1152,11475,182,NULL
1779,11475,95,NULL
972,11476,425,6445
972,11476,425,6444
972,11476,425,32
972,11476,425,6447
972,11476,425,6446
972,11476,425,229
972,11476,425,66
972,11477,385,526
972,11477,385,6444
1073,11477,721,2387
1073,11477,721,85
1073,11477,721,83
1073,11477,721,37
1073,11477,721,22
1322,11477,220,NULL
1542,11477,173,NULL
1700,11477,197,10537
1700,11477,197,22
1700,11477,197,546
2036,11477,100,NULL
972,11478,144,NULL
972,11479,132,32
972,11479,132,6445
972,11479,132,66
972,11480,121,NULL
1199,11480,320,NULL
972,11481,121,81
972,11482,116,526
972,11482,116,1834
1638,11482,41,NULL
972,11483,110,NULL
1779,11483,79,NULL
972,11484,102,81
972,11484,102,6445
1581,11484,1106,NULL
1816,11484,319,134
1952,11484,408,NULL
1331,11485,556,NULL
1933,11485,50,NULL
1764,11487,235,NULL
1232,11489,115,NULL
2051,11489,2,NULL
1587,11491,1379,NULL
1520,11492,251,NULL
2051,11492,2,NULL
1624,11494,140,NULL
975,11498,726,NULL
976,11499,122,NULL
976,11500,105,NULL
1824,11500,203,NULL
976,11501,40,NULL
1702,11501,227,72
1702,11501,227,192
1889,11501,644,NULL
976,11502,39,NULL
1655,11502,444,NULL
977,11503,82,NULL
977,11504,80,NULL
977,11505,57,NULL
2083,11505,160,NULL
977,11506,56,NULL
1062,11506,47,NULL
977,11507,26,NULL
977,11508,26,NULL
977,11509,23,NULL
978,11510,1463,NULL
1235,11510,393,NULL
1242,11510,228,NULL
978,11511,877,NULL
1331,11511,527,NULL
978,11512,604,NULL
1256,11512,459,NULL
978,11513,508,NULL
978,11514,471,NULL
978,11515,413,NULL
1108,11515,70,NULL
978,11516,274,NULL
1623,11516,1256,76
1623,11516,1256,7286
1623,11516,1256,1682
1623,11516,1256,424
979,11517,576,1
979,11517,576,177
979,11517,576,61
1243,11517,70,NULL
979,11518,381,NULL
979,11519,240,189
980,11520,146,NULL
1211,11520,133,NULL
1642,11520,212,NULL
1975,11520,754,203
1975,11520,754,309
1975,11520,754,607
1975,11520,754,3244
1975,11520,754,12041
1975,11520,754,12042
1975,11520,754,12046
1975,11520,754,12047
1975,11520,754,127
1975,11520,754,18
1975,11520,754,12050
980,11521,125,NULL
980,11522,109,NULL
980,11523,105,NULL
980,11524,104,NULL
980,11525,103,NULL
980,11526,101,NULL
980,11527,96,NULL
980,11528,94,NULL
980,11529,91,NULL
1505,11529,1290,NULL
980,11530,90,14
980,11530,90,6478
980,11530,90,2885
980,11531,89,NULL
980,11532,78,NULL
980,11533,75,NULL
980,11534,72,NULL
980,11535,68,NULL
980,11536,67,NULL
980,11537,66,NULL
980,11538,65,NULL
980,11539,65,NULL
980,11540,64,NULL
980,11541,64,NULL
980,11542,63,NULL
1847,11542,5,NULL
980,11543,62,NULL
980,11544,57,NULL
1154,11544,555,NULL
980,11545,56,NULL
980,11546,55,NULL
981,11547,230,NULL
981,11548,229,NULL
1582,11548,202,84
1582,11548,202,78
1582,11548,202,81
1582,11548,202,839
2043,11548,311,176
2043,11548,311,84
981,11549,212,6483
981,11549,212,6487
981,11550,201,NULL
1019,11550,148,NULL
1784,11550,1754,NULL
1802,11550,1163,508
1957,11550,627,NULL
2092,11550,734,NULL
981,11551,179,4665
981,11552,172,NULL
1360,11552,201,NULL
981,11553,160,3972
1221,11553,24,3521
981,11554,150,NULL
981,11555,148,6484
981,11556,128,6488
982,11557,511,NULL
982,11558,247,NULL
982,11559,198,NULL
982,11560,145,NULL
982,11561,144,NULL
982,11562,126,NULL
1885,11562,52,14
982,11563,88,NULL
982,11564,72,NULL
982,11565,69,NULL
982,11566,65,NULL
982,11567,61,NULL
982,11568,59,NULL
982,11569,58,NULL
982,11570,57,39
982,11570,57,18
982,11570,57,105
1265,11571,71,NULL
1628,11572,292,NULL
984,11574,4052,NULL
984,11575,3728,NULL
984,11576,2481,NULL
984,11577,1932,NULL
984,11578,802,NULL
985,11579,337,NULL
1431,11579,96,NULL
986,11580,150,NULL
986,11581,60,NULL
1214,11581,209,NULL
1748,11581,168,NULL
2068,11581,627,NULL
987,11582,394,NULL
987,11583,301,NULL
987,11584,171,NULL
989,11587,412,NULL
1242,11587,140,NULL
989,11588,401,NULL
989,11589,173,NULL
1329,11589,111,NULL
1355,11589,486,98
1355,11589,486,8871
1355,11589,486,8861
1355,11589,486,8854
1355,11589,486,824
1470,11589,850,127
1617,11589,127,NULL
989,11590,158,NULL
1259,11590,1181,NULL
1461,11590,244,24
1461,11590,244,991
1461,11590,244,184
1461,11590,244,405
1845,11590,230,NULL
989,11591,156,NULL
1085,11591,455,NULL
990,11592,292,NULL
1181,11592,430,NULL
1495,11592,27,NULL
990,11593,267,NULL
990,11594,177,NULL
991,11595,703,NULL
991,11596,310,NULL
991,11597,182,NULL
991,11598,147,NULL
1329,11598,1132,NULL
1518,11598,910,84
1785,11598,983,NULL
1805,11598,276,NULL
2051,11598,1,NULL
1029,11602,493,NULL
1498,11602,460,NULL
2083,11602,13,NULL
1875,11603,428,11485
993,11604,196,NULL
1638,11604,68,NULL
1751,11604,133,NULL
1807,11604,75,NULL
1861,11604,215,2608
1861,11604,215,5976
1861,11604,215,178
1861,11604,215,750
1861,11604,215,821
993,11605,187,NULL
993,11606,174,5407
993,11606,174,14
993,11606,174,180
993,11606,174,178
993,11606,174,87
993,11606,174,82
993,11606,174,432
993,11606,174,6553
993,11606,174,6552
993,11606,174,6545
993,11606,174,6540
993,11606,174,33
1807,11606,5,NULL
993,11607,148,1222
993,11607,148,6543
993,11607,148,82
1971,11607,1814,NULL
993,11608,141,NULL
1751,11608,56,NULL
993,11609,138,6540
993,11609,138,1322
993,11609,138,180
993,11609,138,87
993,11609,138,26
993,11609,138,14
1751,11609,81,NULL
1807,11609,2,NULL
993,11610,124,NULL
993,11611,100,NULL
1638,11611,44,NULL
1751,11611,76,NULL
993,11612,88,NULL
1751,11612,22,NULL
1807,11612,2,NULL
993,11613,73,87
993,11613,73,6540
993,11613,73,6545
993,11613,73,178
993,11613,73,432
993,11613,73,26
993,11613,73,33
993,11613,73,59
993,11613,73,1322
993,11613,73,14
1751,11613,25,87
1751,11613,25,6540
1751,11613,25,14
1751,11613,25,33
1807,11613,17,14
1807,11613,17,6545
1807,11613,17,178
1807,11613,17,87
993,11614,72,87
993,11614,72,6540
993,11614,72,14
1751,11614,77,NULL
1807,11614,23,NULL
993,11615,66,NULL
993,11616,64,NULL
993,11617,60,NULL
993,11618,59,NULL
993,11619,53,NULL
993,11620,53,NULL
993,11621,52,1280
993,11621,52,4
993,11621,52,14
993,11621,52,82
993,11621,52,1322
993,11621,52,2067
993,11621,52,3335
993,11622,48,NULL
993,11623,47,NULL
1997,11623,189,NULL
2043,11623,1153,NULL
993,11624,47,NULL
1861,11624,256,343
1861,11624,256,11441
1861,11624,256,1858
993,11625,44,6554
993,11625,44,14
993,11625,44,87
1495,11625,16,NULL
1751,11625,26,NULL
993,11626,43,NULL
993,11627,42,NULL
994,11628,717,NULL
994,11629,575,6559
994,11629,575,315
994,11629,575,299
994,11630,249,1737
994,11630,249,28
994,11630,249,14
994,11630,249,18
1164,11630,330,NULL
2052,11630,758,NULL
994,11631,185,292
994,11631,185,315
994,11631,185,299
1622,11631,121,NULL
994,11632,181,23
994,11632,181,14
994,11632,181,18
994,11632,181,87
994,11633,177,73
994,11633,177,315
994,11634,145,292
994,11635,138,87
994,11635,138,88
994,11635,138,130
994,11635,138,13
994,11635,138,14
994,11635,138,15
994,11635,138,18
994,11635,138,21
994,11635,138,81
1700,11635,58,83
1700,11635,58,370
994,11636,112,387
994,11636,112,608
1497,11636,256,424
1497,11636,256,4046
994,11637,107,193
994,11637,107,4430
994,11638,105,28
994,11638,105,14
994,11638,105,1737
994,11638,105,6555
994,11638,105,18
994,11638,105,33
994,11638,105,191
1164,11638,316,7589
1907,11638,185,14
1907,11638,185,33
1907,11638,185,18
994,11639,95,2843
994,11639,95,4846
994,11639,95,4282
994,11639,95,315
994,11639,95,299
994,11640,89,292
994,11640,89,134
994,11640,89,193
994,11640,89,216
994,11640,89,4430
1007,11640,73,6646
994,11641,86,184
994,11642,84,23
994,11642,84,14
1989,11642,90,NULL
995,11643,7,NULL
995,11644,1,NULL
996,11645,208,6383
996,11646,168,6383
1271,11646,316,535
996,11647,151,NULL
996,11648,148,NULL
996,11649,145,6383
996,11650,141,6579
996,11650,141,6576
996,11651,137,6383
996,11652,130,NULL
1073,11652,420,NULL
1076,11652,50,NULL
1700,11652,175,1627
1700,11652,175,7465
1700,11652,175,83
2003,11652,127,13
2003,11652,127,500
996,11653,130,32
996,11653,130,1302
996,11653,130,6383
996,11653,130,6567
996,11654,124,545
996,11654,124,1302
996,11655,123,6576
996,11655,123,6579
1076,11655,141,NULL
996,11656,121,6576
996,11657,114,2766
996,11657,114,6383
996,11658,114,NULL
996,11659,111,6576
996,11660,107,2766
996,11660,107,6383
996,11661,100,NULL
996,11662,96,NULL
996,11663,95,6383
996,11664,94,6571
996,11664,94,292
996,11664,94,526
996,11664,94,1136
996,11664,94,2166
996,11664,94,6360
996,11664,94,6570
996,11664,94,6581
996,11664,94,6580
996,11664,94,6578
996,11664,94,6573
996,11664,94,6561
996,11664,94,6562
996,11664,94,6564
996,11664,94,6566
996,11665,94,NULL
996,11666,94,6579
996,11666,94,6576
996,11667,93,NULL
1700,11667,157,10537
1700,11667,157,7465
1914,11667,352,83
1914,11667,352,6576
1914,11667,352,4273
996,11668,92,2534
996,11668,92,6576
996,11668,92,83
996,11668,92,32
996,11669,91,NULL
996,11670,88,NULL
996,11671,88,6383
996,11672,86,NULL
996,11673,85,NULL
996,11674,84,6579
996,11675,83,6576
996,11675,83,6579
996,11676,78,130
1271,11676,504,NULL
2095,11676,43,12639
2095,11676,43,12638
996,11677,72,NULL
996,11678,71,NULL
996,11679,70,NULL
996,11680,70,6383
996,11681,70,NULL
996,11682,69,6360
996,11682,69,6579
996,11682,69,6576
996,11682,69,1302
1076,11682,95,NULL
996,11683,68,NULL
997,11684,360,NULL
997,11685,359,NULL
1116,11685,18,NULL
1897,11685,137,NULL
997,11686,296,NULL
998,11687,1501,NULL
998,11688,1458,NULL
998,11689,1218,NULL
998,11690,656,NULL
998,11691,289,NULL
998,11692,206,NULL
998,11693,167,6605
998,11693,167,24
998,11693,167,6604
998,11694,162,NULL
998,11695,156,NULL
1741,11695,263,NULL
1897,11695,432,NULL
998,11696,137,NULL
998,11697,130,NULL
998,11698,115,NULL
998,11699,114,NULL
998,11700,112,NULL
998,11701,111,NULL
998,11702,110,NULL
999,11703,143,NULL
1152,11712,121,NULL
1751,11712,20,NULL
1381,11716,78,NULL
1001,11717,1166,NULL
1294,11717,106,200
1294,11717,106,1912
1294,11717,106,8387
1294,11717,106,1462
1001,11718,306,NULL
1948,11718,83,NULL
2022,11718,637,NULL
2072,11718,3926,NULL
1002,11719,129,NULL
1704,11719,29,NULL
1002,11720,82,39
1002,11721,78,NULL
1002,11722,57,NULL
1667,11722,10,NULL
1002,11723,56,NULL
1003,11724,709,24
1003,11724,709,352
1003,11724,709,210
1003,11724,709,2638
1433,11724,1121,1039
1433,11724,1121,79
1433,11724,1121,134
1433,11724,1121,195
1433,11724,1121,73
1433,11724,1121,352
1433,11724,1121,389
1433,11724,1121,5933
1433,11724,1121,831
1643,11724,1082,127
1003,11725,457,NULL
1222,11725,558,NULL
1003,11726,437,NULL
1003,11727,333,NULL
1643,11727,311,NULL
1003,11728,281,NULL
1186,11728,414,NULL
1387,11728,210,9002
1003,11729,210,NULL
1091,11729,853,NULL
1185,11729,354,NULL
1718,11729,327,NULL
1003,11730,208,1975
1003,11731,203,NULL
1786,11731,99,74
1786,11731,99,16
1004,11732,41,NULL
1004,11733,32,181
1004,11733,32,3657
1004,11733,32,16
1617,11733,248,NULL
1004,11734,21,NULL
1004,11735,14,NULL
1004,11736,10,5329
1004,11736,10,6628
1004,11736,10,6629
1622,11736,163,NULL
1004,11737,9,NULL
1732,11737,7,NULL
1004,11738,8,NULL
1140,11738,298,NULL
1004,11739,6,NULL
1275,11739,517,84
1354,11739,76,NULL
1980,11739,49,NULL
2030,11739,128,81
1004,11740,5,6639
1004,11740,5,6638
1004,11740,5,6632
1004,11740,5,6631
1004,11740,5,79
1004,11740,5,6634
1004,11740,5,292
1004,11740,5,354
1004,11740,5,2349
1004,11740,5,6636
1004,11740,5,5329
1004,11740,5,6628
1004,11740,5,6635
1004,11740,5,81
1004,11740,5,6640
1004,11740,5,6633
1004,11740,5,6629
1004,11740,5,6630
1004,11740,5,6637
1004,11741,2,81
1004,11741,2,292
1004,11741,2,1368
1004,11741,2,5329
1004,11741,2,6632
1205,11741,1,NULL
1004,11742,2,NULL
